feature,mean_importance
E_G_net_property_agro_1q_diff_E_G_cash_operations_agro_4q,-0.005199152324876455
E_G_common_equity_rgro_4q,-0.0022887789442044503
E_G_cash_equi_on_rev_ratio,-0.0022605777229885438
E_G_payables_agro_1q,-0.0020334400432864717
E_G_payables_on_tot_cap_ratio,-0.0019401502904380474
E_G_net_income_inc_on_assets_ratio,-0.0017501790492402414
E_G_net_debt_on_assets_ratio,-0.0016273456761929262
E_G_cogs_rgro_1q,-0.001493917173015147
E_G_current_liabilities_agro_1q,-0.0013959654398347787
E_G_other_expenses_tcgro_1q,-0.001363828018962543
E_G_ebit_rgro_4q,-0.0013365584200035307
E_G_sga_tcgro_4q,-0.0012731330388480399
E_G_effective_tax_rate_on_assets_ratio,-0.0012658401224679983
E_G_assets_gro_five_tcgro_4q,-0.001240095783498829
E_G_current_assets_tcgro_4q,-0.001237830449593824
E_G_effective_tax_rate_on_tot_cap_ratio,-0.001229332437424846
E_G_ebitda_rgro_4q,-0.0011495622679069894
E_G_tax_expense_on_tot_cap_ratio,-0.0011404027749304935
E_G_net_inc_gro_five_on_rev_ratio,-0.001078338245089061
E_G_current_assets_on_assets_ratio,-0.0009363192311694468
E_G_gross_profit_tcgro_4q,-0.0009256164838339798
E_G_depre_amor_rgro_1q,-0.0008673582532238378
E_G_net_property_on_rev_ratio,-0.0008313984819737108
E_G_current_assets_on_rev_ratio,-0.0008204253062928935
E_G_net_inc_gro_five_on_assets_ratio,-0.0008025740031294859
E_G_net_property_agro_4q,-0.0007809273570911657
E_G_pref_div_on_rev_ratio,-0.0007203550130247093
E_G_common_equity_agro_4q,-0.0006739980577693206
E_G_current_liabilities_tcgro_1q,-0.0006699942825443949
E_G_ebt_x_unusual_on_rev_ratio,-0.0006281385799440043
E_G_cash_financing_on_tot_cap_ratio_sum_E_G_ammor_intangibles_on_assets_ratio,-0.0005251004062687637
E_G_minority_int_agro_1q,-0.0004698690288248208
E_G_common_equity_on_assets_ratio,-0.00044220369888726686
E_G_cash_financing_tcgro_1q,-0.0004272220913459024
E_G_capex_tcgro_1q,-0.0004018825577177143
E_G_cost_borrowing_rgro_1q,-0.00039628378625991003
E_G_tangible_book_tcgro_4q,-0.000388230817876789
E_G_issuance_stock_on_tot_cap_ratio,-0.0003695680679384861
E_G_gross_profit_on_assets_ratio,-0.0003511397623521262
E_G_int_div_income_tcgro_4q,-0.00034825215593072836
E_G_gross_property_agro_4q,-0.0003324575553577902
E_G_ebit_on_assets_ratio,-0.00031176314103914526
E_G_ammor_intangibles_agro_1q,-0.00028960275520965026
E_G_norm_net_inc_on_assets_ratio,-0.0002870322417937943
E_G_assets_gro_five_on_rev_ratio,-0.0002708272639121545
E_G_payables_on_assets_ratio,-0.00026470621241792003
E_G_cogs_on_rev_ratio,-0.00026000741081059207
E_G_net_debt_on_tot_cap_ratio,-0.0002581170747535166
E_G_cogs_agro_4q,-0.0002510502229818079
E_G_total_debt_tcgro_4q,-0.00020799006162809387
E_G_tax_expense_agro_4q,-0.000206439246884893
E_G_cash_equi_on_assets_ratio,-0.000182514806184364
E_G_payables_tcgro_1q,-0.0001445890564136354
E_G_cash_financing_on_tot_cap_ratio_sum_E_G_total_div_rgro_1q,-0.0001159698193116121
E_G_current_assets_on_tot_cap_ratio,-4.04478028270927e-05
E_G_repurchase_stock_agro_1q,-7.3214451377201504e-06
E_G_minority_int_on_rev_ratio,4.034400556093276e-05
E_G_cash_financing_tcgro_4q,5.205951068514292e-05
E_G_net_debt_rgro_1q,6.83738878854534e-05
E_G_def_tax_assets_agro_1q,7.399663407611223e-05
E_G_cash_financing_on_tot_cap_ratio_sum_E_G_depre_amor_agro_1q,7.452228233817415e-05
E_G_ammor_intangibles_tcgro_1q,0.00013128043966933455
E_G_total_expenses_rgro_1q,0.0001343380177938669
E_G_interest_expense_rgro_4q,0.00015645109177072624
E_G_total_debt_on_tot_cap_ratio,0.00018176970844403507
E_G_ammor_intangibles_agro_4q_diff_E_G_cash_financing_on_tot_cap_ratio,0.00018447332350025604
E_G_total_liabilities_tcgro_1q,0.0002006040712364321
E_G_cash_financing_on_tot_cap_ratio,0.00020157021756611604
E_G_cogs_tcgro_1q,0.0002194300845406949
E_G_tax_expense_on_rev_ratio,0.00024022671165453425
E_G_cash_acquisitions_rgro_4q,0.00024587664317783365
E_G_operating_income_on_tot_cap_ratio,0.0002508124463576178
E_G_int_div_income_agro_1q,0.0002728087684721214
E_G_minority_int_on_assets_ratio,0.0002753151516013408
E_G_def_tax_liability_tcgro_4q,0.0002795914204913319
E_G_total_intangibles_on_tot_cap_ratio,0.00030468925265002554
E_G_interest_expense_on_tot_cap_ratio,0.0003110921464318017
E_G_quick_ratio_on_assets_ratio,0.00031650172371631145
E_G_cash_financing_on_tot_cap_ratio_sum_E_G_cash_investing_agro_1q,0.00033347036820925436
E_G_total_capital_agro_1q,0.000343417497338816
E_G_cash_financing_rgro_1q,0.00034506811329769737
E_G_ammor_intangibles_on_assets_ratio,0.0003588886872356145
E_G_assets_gro_five_rgro_4q,0.0003615339440770415
E_G_pref_div_on_tot_cap_ratio,0.0003935876292294416
E_G_ebt_x_unusual_rgro_4q,0.00044538691222917315
E_G_interest_expense_rgro_1q_diff_E_G_cash_operations_on_assets_ratio,0.0004488217973952491
E_G_total_div_rgro_1q,0.00045872541269533775
E_G_def_tax_assets_on_tot_cap_ratio,0.0004814485052697215
E_G_total_div_agro_4q,0.0004969178530863649
E_G_total_div_tcgro_4q,0.0004996229382678741
E_G_cogs_on_assets_ratio,0.0005046193983762936
E_G_ops_expenses_tcgro_4q,0.0005210163028181447
E_G_depre_amor_on_rev_ratio,0.0005488752980266964
E_G_tax_expense_tcgro_4q_diff_E_G_cash_financing_on_tot_cap_ratio,0.0005562409115241862
E_G_inventory_tcgro_1q,0.0005600526883803747
E_G_total_assets_tcgro_4q,0.0005841420743530002
E_G_total_div_tcgro_4q_diff_E_G_cash_financing_on_tot_cap_ratio,0.0005854042026603335
E_G_cash_investing_on_tot_cap_ratio,0.0006180473785432405
E_G_gross_profit_agro_4q,0.000638542288868782
E_G_net_inc_gro_five_agro_1q,0.0006601628656159542
E_G_def_tax_assets_tcgro_4q,0.0006899415601936077
E_G_quick_ratio_rgro_1q,0.0007095149667492362
E_G_current_liabilities_on_rev_ratio,0.0007168754955886647
E_G_issuance_stock_on_rev_ratio,0.0007695191541156055
E_G_asset_writedown_tcgro_4q,0.000781090570935572
E_G_unusual_items_agro_1q,0.0007852477402324643
E_G_net_income_inc_rgro_4q,0.0007875677724056507
E_G_other_expenses_agro_4q,0.00081458559404044
E_G_total_assets_on_tot_cap_ratio,0.0008168926214164984
E_G_cost_borrowing_tcgro_1q,0.000822868149531375
E_G_repurchase_stock_rgro_1q,0.0008311797831731416
E_G_receivables_on_tot_cap_ratio,0.0008422009310004808
E_G_interest_expense_on_rev_ratio,0.0008498270062463065
E_G_gross_property_on_rev_ratio,0.0008748146871927487
E_G_ebit_on_rev_ratio,0.000882015795216362
E_G_ops_expenses_rgro_4q,0.0009143602673993056
E_G_gross_profit_agro_1q,0.0009223831725246656
E_G_net_inc_gro_five_rgro_4q,0.0009258220342769352
E_G_cash_acquisitions_on_rev_ratio,0.0009391068852902307
E_G_cash_operations_on_assets_ratio,0.0009563795699065625
E_G_receivables_tcgro_1q,0.0009622770105198631
E_G_compre_income_agro_4q,0.0009990383647205836
E_G_quick_ratio_on_rev_ratio,0.0010010826863336097
E_G_working_cap_on_tot_cap_ratio,0.0010051652553920154
E_G_compre_income_rgro_4q,0.0010081125454118544
E_G_int_div_income_rgro_4q,0.0010606940453876223
E_G_def_tax_liability_on_assets_ratio,0.0010740583386929959
E_G_norm_net_inc_on_tot_cap_ratio,0.0011210359761159917
E_G_def_tax_assets_agro_4q,0.001148589209678308
E_G_net_debt_on_rev_ratio,0.0011498100914675846
E_G_total_debt_agro_4q,0.0011539044456670422
E_G_cost_borrowing_on_tot_cap_ratio,0.0011562618804761948
E_G_inventory_rgro_4q,0.0012296484076825154
E_G_interest_expense_on_assets_ratio,0.0012460685918641579
E_G_depre_amor_agro_4q,0.0012666466153973155
E_G_cash_investing_on_rev_ratio,0.0012678865748726232
E_G_ammor_intangibles_tcgro_4q,0.0012847160967847215
E_G_current_assets_agro_1q,0.0013178093917903255
E_G_tax_expense_rgro_1q,0.0013201826072708478
E_G_cash_investing_rgro_1q,0.001349135992826178
E_G_minority_int_rgro_4q,0.0013492913095281666
E_G_common_equity_agro_1q,0.0014205746598483504
E_G_current_assets_on_rev_ratio_ratio_E_G_cash_equi_on_tot_cap_ratio,0.0014379795848257215
E_G_sga_rgro_4q,0.0014951922563400278
E_G_def_tax_liability_on_tot_cap_ratio,0.001559112983307276
E_G_total_liabilities_on_rev_ratio,0.0015669740381906495
E_G_capex_agro_4q,0.0015952036158570215
E_G_operating_income_rgro_4q,0.0016143192440321807
E_G_cost_borrowing_on_rev_ratio,0.0016399979612777727
E_G_norm_net_inc_rgro_4q,0.0016418157757644102
E_G_total_assets_agro_4q,0.001679939954207077
E_G_retained_earnings_rgro_4q,0.0017121735014808404
E_G_rev_gro_five_on_rev_ratio,0.0017525587152186772
E_G_capex_tcgro_4q,0.00178283201986017
E_G_total_div_on_assets_ratio,0.0018356995666504617
E_G_compre_income_tcgro_4q,0.0018475687278744712
E_G_r_d_on_tot_cap_ratio,0.0018560967802953132
E_G_repurchase_stock_agro_4q,0.0018683859893100952
E_G_tangible_book_on_assets_ratio,0.0020072422754913942
E_G_inventory_on_assets_ratio,0.0021078542328930696
E_G_int_div_income_on_tot_cap_ratio,0.0021752887674333253
E_G_net_inc_gro_five_agro_4q,0.002223582071346819
E_G_depre_amor_on_assets_ratio,0.002318434383223911
E_G_ops_expenses_on_assets_ratio,0.00249563957831016
E_G_restructuring_charges_on_tot_cap_ratio,0.002590157214873845
E_G_assets_gro_five_rgro_4q_diff_E_G_cash_operations_on_assets_ratio,0.002854427252308456
E_G_other_expenses_on_tot_cap_ratio,0.002870402670011685
E_G_ammor_intangibles_rgro_4q,0.0030024973556809996
E_G_assets_gro_five_on_assets_ratio,0.003032218222425764
E_G_def_tax_liability_on_rev_ratio,0.0030384520736269627
E_G_assets_gro_five_agro_1q,0.0030506884210165343
E_G_cogs_rgro_4q,0.00305136876041977
E_G_net_income_inc_tcgro_4q,0.003115183908371766
E_G_quick_ratio_on_tot_cap_ratio,0.00312454481318597
E_G_tangible_book_tcgro_1q,0.003131717829243608
E_G_capex_rgro_4q,0.003157823707124652
E_G_repurchase_stock_rgro_4q,0.0031585197292015367
E_G_unusual_items_on_tot_cap_ratio,0.0032009309285260024
E_G_inventory_rgro_1q,0.003244691929976362
E_G_payables_agro_4q,0.0032619104998631633
E_G_effective_tax_rate_rgro_4q,0.0033892298909556475
E_G_net_debt_tcgro_4q,0.0034093994898661273
E_G_rev_gro_five_on_tot_cap_ratio,0.0034547244217989492
E_G_ammor_intangibles_on_rev_ratio,0.0034746584149120243
E_G_def_tax_assets_rgro_4q,0.003477818230977492
E_G_cogs_agro_1q,0.003534710812887587
E_G_sga_on_rev_ratio,0.003546918108071162
E_G_depre_amor_on_tot_cap_ratio,0.0035881965006586023
E_G_shares_out_on_rev_ratio,0.0036113491521667096
E_G_cash_equi_on_tot_cap_ratio,0.003800493920893477
E_G_restructuring_charges_tcgro_4q,0.003831184125834186
E_G_asset_writedown_on_rev_ratio,0.0038432952758350016
E_G_tax_expense_rgro_4q,0.0039029585912601526
E_G_net_income_inc_agro_1q,0.004181260518084073
