feature,mean_importance
E_G_gross_profit_agro_1q,-0.0063123528328244746
E_G_ebitda_rgro_1q,-0.003933216231661108
E_G_tax_expense_tcgro_4q_diff_E_G_cash_financing_on_tot_cap_ratio,-0.0030230502063607
E_G_inventory_tcgro_1q,-0.0029412633851876755
E_G_cash_investing_on_tot_cap_ratio,-0.002425859973657718
E_G_net_property_on_rev_ratio,-0.002406316183885393
E_G_total_debt_on_tot_cap_ratio,-0.002268268986135491
E_G_total_liabilities_tcgro_1q,-0.0022533702910759066
E_G_gross_profit_tcgro_4q,-0.0020508467628037597
E_G_common_equity_on_assets_ratio,-0.001959422235873631
E_G_inventory_on_assets_ratio,-0.0019386500902357606
E_G_cash_acquisitions_rgro_4q,-0.001850424406585105
E_G_shares_out_on_rev_ratio,-0.001753630128819672
E_G_minority_int_agro_1q,-0.0016982315560776895
E_G_ops_expenses_on_assets_ratio,-0.001685999561123186
E_G_other_expenses_on_assets_ratio,-0.0015798106908598952
E_G_other_expenses_on_tot_cap_ratio,-0.0014102243198522157
E_G_current_liabilities_tcgro_1q,-0.001368152369452591
E_G_interest_expense_rgro_4q,-0.0013079434936601243
E_G_total_div_tcgro_4q,-0.001237241091134922
E_G_net_income_inc_agro_1q,-0.0012279312283633658
E_G_def_tax_liability_on_assets_ratio,-0.0012036155256518687
E_G_net_debt_on_tot_cap_ratio,-0.0011774166284455267
E_G_net_inc_gro_five_on_rev_ratio,-0.001157059956784745
E_G_payables_on_assets_ratio,-0.0011119415039350545
E_G_cost_borrowing_rgro_1q,-0.0010089934992231209
E_G_capex_tcgro_1q,-0.000980112770441799
E_G_def_tax_assets_agro_4q,-0.0009776343658134512
E_G_payables_agro_1q,-0.0009668504912704323
E_G_payables_on_tot_cap_ratio,-0.0009511802383135759
E_G_norm_net_inc_rgro_4q,-0.000939481950914367
E_G_current_assets_on_tot_cap_ratio,-0.0009267793565353788
E_G_payables_tcgro_1q,-0.0009197294661034139
E_G_inventory_rgro_4q,-0.0009057797898816666
E_G_cogs_tcgro_1q,-0.0009038179821602377
E_G_ebit_on_assets_ratio,-0.0008985469855105177
E_G_effective_tax_rate_on_tot_cap_ratio,-0.0008277237323880193
E_G_retained_earnings_on_tot_cap_ratio,-0.0008259667796336578
E_G_tangible_book_tcgro_4q,-0.0007861978643561307
E_G_rev_gro_five_on_rev_ratio,-0.0007797069391066059
E_G_tax_expense_rgro_1q,-0.0007767718991702477
E_G_depre_amor_on_rev_ratio,-0.000760446341862131
E_G_int_div_income_on_tot_cap_ratio,-0.000756080570025175
E_G_int_div_income_rgro_4q,-0.0006811340168074165
E_G_gross_property_agro_4q,-0.000670390909762264
E_G_assets_gro_five_tcgro_4q,-0.0006664570600807051
E_G_net_inc_gro_five_on_assets_ratio,-0.0006220023247335505
E_G_def_tax_liability_on_rev_ratio,-0.0006059012746152392
E_G_net_inc_gro_five_agro_4q,-0.0005537184065342426
E_G_depre_amor_on_tot_cap_ratio,-0.0005438244501369649
E_G_cash_financing_on_tot_cap_ratio,-0.000526688723574098
E_G_pref_div_on_tot_cap_ratio,-0.0005218657928715342
E_G_tax_expense_on_rev_ratio,-0.0005040786606835934
E_G_cash_financing_on_tot_cap_ratio_sum_E_G_depre_amor_agro_1q,-0.0004956812008244493
E_G_cash_investing_rgro_1q,-0.0004794135234153951
E_G_total_assets_on_tot_cap_ratio,-0.00047517480236177747
