feature,mean_importance
E_G_tangible_book_on_tot_cap_ratio,-0.005165574736279821
E_G_total_capital_on_assets_ratio,-0.0033044679473914207
E_G_current_assets_on_rev_ratio,-0.003065809960246191
E_G_retained_earnings_rgro_1q,-0.0023961824575173484
E_G_total_liabilities_on_tot_cap_ratio,-0.002266039843320078
E_G_assets_gro_five_on_tot_cap_ratio,-0.002263703679825535
E_G_net_inc_gro_five_on_assets_ratio,-0.0022504782680443313
E_G_net_inc_gro_five_tcgro_4q,-0.0022446702921437023
E_G_depre_amor_agro_4q,-0.0021679887650392303
E_G_net_income_inc_rgro_1q,-0.0020196889923096316
E_G_shares_out_on_rev_ratio,-0.0018737418856685118
E_G_def_tax_assets_tcgro_4q,-0.001848353134485292
E_G_minority_int_on_rev_ratio,-0.0016531930387611582
E_G_cogs_on_rev_ratio,-0.0014765053601265231
E_G_working_cap_on_tot_cap_ratio,-0.0012320345037300285
E_G_restructuring_charges_on_rev_ratio,-0.001220355200140233
E_G_restructuring_charges_on_assets_ratio,-0.0011488677812132365
E_G_cogs_on_assets_ratio,-0.0010370338251861622
E_G_quick_ratio_rgro_1q,-0.000965241435888231
E_G_cost_borrowing_rgro_4q,-0.0009626873642067269
E_G_total_div_agro_1q,-0.0009158209137236861
E_G_gross_property_on_assets_ratio,-0.0009143898576640663
E_G_def_tax_assets_on_assets_ratio,-0.0007871845218979656
E_G_total_revenues_agro_4q,-0.0007652334877627842
E_G_int_div_income_tcgro_1q,-0.0007254533973493849
E_G_def_tax_liability_agro_4q,-0.0006978643218776171
E_G_effective_tax_rate_on_rev_ratio,-0.0006258331428101282
E_G_repurchase_stock_tcgro_4q,-0.0006242030432940914
E_G_def_tax_liability_on_assets_ratio,-0.0005987203357018745
E_G_assets_gro_five_on_assets_ratio,-0.0005639409611298052
E_G_payables_on_tot_cap_ratio,-0.0005365009646793983
E_G_common_equity_on_assets_ratio,-0.0004445347665678834
E_G_repurchase_stock_tcgro_1q,-0.00043276825355773594
E_G_current_liabilities_tcgro_1q,-0.0003758873241569982
E_G_current_liabilities_rgro_4q,-0.00037562737452127013
E_G_quick_ratio_tcgro_4q,-0.0003703088014163747
E_G_retained_earnings_on_rev_ratio,-0.0003323977189344074
E_G_cash_investing_rgro_4q,-0.0003049266394576589
E_G_gross_profit_on_assets_ratio,-0.00029690525901970855
E_G_total_div_tcgro_1q,-0.00025998807227763934
E_G_def_tax_assets_on_tot_cap_ratio,-0.00025126888086406395
E_G_current_liabilities_agro_1q,-0.00022827895181095625
E_G_int_div_income_rgro_1q,-0.00021549580710362727
E_G_retained_earnings_on_tot_cap_ratio,-0.00019378396925777696
E_G_working_cap_on_assets_ratio,-0.00018203363819081498
E_G_gross_profit_on_rev_ratio,-0.0001817758074352138
E_G_effective_tax_rate_rgro_1q,-0.0001172384550342187
E_G_compre_income_on_rev_ratio,-5.94792358902918e-05
E_G_gross_property_rgro_4q,-4.7977207963756376e-05
E_G_net_debt_on_tot_cap_ratio,8.900103960440831e-06
E_G_capex_on_tot_cap_ratio,4.3496791959396484e-05
E_G_repurchase_stock_rgro_1q,6.214600038554341e-05
E_G_cash_financing_on_rev_ratio,0.00012084064994291043
E_G_inventory_on_tot_cap_ratio,0.0001807808001712097
E_G_total_intangibles_rgro_1q,0.0002005196325153502
E_G_int_div_income_agro_1q,0.00021271468582267916
E_G_cost_borrowing_tcgro_4q,0.0002576530479179495
E_G_net_inc_gro_five_on_rev_ratio,0.0003023763545412339
E_G_payables_tcgro_4q,0.00030571619257968585
E_G_norm_net_inc_tcgro_1q,0.000346596385263509
E_G_int_div_income_rgro_4q,0.00036839956421332867
E_G_r_d_on_tot_cap_ratio,0.00040387812076344567
E_G_payables_on_rev_ratio,0.00043939256506924095
E_G_net_property_on_tot_cap_ratio,0.00046410335959707895
E_G_total_assets_on_tot_cap_ratio,0.00048517600386183135
E_G_issuance_stock_on_tot_cap_ratio,0.0005374226511610458
E_G_operating_income_on_rev_ratio,0.0005466902053873901
E_G_def_tax_liability_tcgro_4q,0.0006331399208653443
E_G_asset_writedown_tcgro_4q,0.0006885698081902758
E_G_r_d_on_rev_ratio,0.0007366335776736622
E_G_current_liabilities_on_rev_ratio,0.0007424439755577717
E_G_def_tax_assets_rgro_1q,0.0007455646316007258
E_G_def_tax_liability_on_rev_ratio,0.00082457658714995
E_G_shares_out_on_tot_cap_ratio,0.001026038495854331
E_G_gross_profit_tcgro_4q,0.0010264447886981555
E_G_repurchase_stock_on_assets_ratio,0.0010321647038137871
E_G_repurchase_stock_rgro_4q,0.001058391257287694
E_G_def_tax_liability_rgro_4q,0.00107036578971903
E_G_divestitures_tcgro_4q,0.0010876119768038594
E_G_norm_net_inc_agro_4q,0.0011059787398639998
E_G_assets_gro_five_agro_4q,0.0011099758760673372
E_G_shares_out_tcgro_4q,0.0011247874918624446
E_G_int_div_income_tcgro_4q,0.0012458999826269967
E_G_effective_tax_rate_on_assets_ratio,0.0012754552955657305
E_G_int_div_income_on_rev_ratio,0.0012774412554028558
E_G_gross_profit_rgro_4q,0.0013348280991051452
E_G_cash_acquisitions_on_tot_cap_ratio,0.0014170869059165203
E_G_net_debt_agro_1q,0.0014211663862268465
E_G_other_expenses_tcgro_1q,0.0014517373897632968
E_G_capex_agro_4q,0.0014620096786116198
E_G_capex_tcgro_4q,0.0015533882150320366
E_G_current_liabilities_tcgro_4q,0.0015980065372827256
E_G_current_assets_rgro_1q,0.0016122535571656883
E_G_net_property_on_rev_ratio,0.00162002223549943
E_G_sga_rgro_4q,0.00172330561565901
E_G_assets_gro_five_rgro_4q,0.0018470824617423443
E_G_current_liabilities_on_assets_ratio,0.002026141600081288
E_G_total_div_on_rev_ratio,0.002073536497959294
E_G_retained_earnings_on_assets_ratio,0.0021064255583035816
E_G_gross_profit_on_tot_cap_ratio,0.002121123339429731
E_G_repurchase_stock_agro_4q,0.0021673783830015838
E_G_tangible_book_rgro_4q,0.002329760110549706
E_G_ebit_rgro_4q,0.0023694819692445246
E_G_total_capital_agro_4q,0.002398401461463695
E_G_def_tax_assets_on_rev_ratio,0.002590915181909836
E_G_inventory_on_rev_ratio,0.002820657430487361
E_G_current_assets_on_assets_ratio,0.0028262099980756682
E_G_current_liabilities_on_tot_cap_ratio,0.00291324897712828
E_G_receivables_on_assets_ratio,0.003070513206541103
E_G_ammor_intangibles_rgro_4q,0.003077790674615466
E_G_sga_on_rev_ratio,0.0031241298434581564
E_G_ops_expenses_rgro_4q,0.0031905376675481433
E_G_compre_income_on_assets_ratio,0.004009093282292109
E_G_ammor_intangibles_tcgro_4q,0.004270828464925924
E_G_asset_writedown_rgro_4q,0.0046533959404113645
E_G_other_expenses_on_assets_ratio,0.004677423890561827
E_G_interest_expense_on_tot_cap_ratio,0.005100489142618114
E_G_depre_amor_on_assets_ratio,0.005179561438541314
E_G_issuance_stock_on_assets_ratio,0.005342912386512267
E_G_total_div_on_tot_cap_ratio,0.005641020763881221
E_G_ebitda_on_tot_cap_ratio,0.005743918217206767
E_G_cogs_rgro_4q,0.005750670587616857
E_G_ebitda_on_rev_ratio,0.005848761335068953
E_G_net_income_inc_on_tot_cap_ratio,0.006040043428417574
E_G_depre_amor_agro_1q,0.006286205698739067
E_G_depre_amor_on_tot_cap_ratio,0.006472029656265232
E_G_ammor_intangibles_on_tot_cap_ratio,0.006701989770210848
E_G_cash_equi_on_assets_ratio,0.006818989358860628
E_G_net_income_inc_tcgro_4q,0.006958928807697151
E_G_unusual_items_on_assets_ratio,0.007921767381299582
E_G_interest_expense_tcgro_4q,0.009891450162801884
