feature,mean_importance
E_G_cash_financing_rgro_4q,-0.004856570841032815
E_G_total_revenues_tcgro_1q,-0.004214319204391725
E_G_total_debt_on_rev_ratio,-0.0033081616367375945
E_G_ebt_x_unusual_agro_1q,-0.0031634631503244305
E_G_capex_agro_1q,-0.002888980502692029
E_G_cash_operations_tcgro_4q,-0.0025860484920095074
E_G_depre_amor_rgro_1q,-0.0024038428024352964
E_G_tangible_book_on_rev_ratio,-0.0023063736871397067
E_G_total_div_rgro_4q,-0.0021404679826217965
E_G_total_intangibles_agro_4q,-0.002007632424723638
E_G_net_debt_on_rev_ratio,-0.001891657121160273
E_G_ammor_intangibles_on_rev_ratio,-0.0018146649221369882
E_G_cogs_rgro_4q,-0.0015808594746218874
E_G_current_assets_rgro_1q,-0.0015184693185638198
E_G_ebt_x_unusual_rgro_4q,-0.001507330689491937
E_G_receivables_tcgro_4q,-0.001497638068378826
E_G_shares_out_on_rev_ratio,-0.001178994425122859
E_G_rev_gro_five_tcgro_4q,-0.0010439298991388956
E_G_ammor_intangibles_agro_4q,-0.0010413437016724037
E_G_net_inc_gro_five_rgro_1q,-0.0009715624894333974
E_G_gross_property_tcgro_1q,-0.0008795745755557305
E_G_assets_gro_five_agro_1q,-0.0008285824827612087
E_G_capex_on_rev_ratio,-0.0006444061373267473
E_G_cash_acquisitions_tcgro_4q,-0.0005621680238515725
E_G_interest_expense_on_tot_cap_ratio,-0.000482222942230659
E_G_compre_income_agro_1q,-0.0003828542116395828
E_G_ammor_intangibles_rgro_4q,-0.0002703983666969445
E_G_net_income_inc_on_rev_ratio,-0.00024358281030666394
E_G_tangible_book_rgro_1q,-0.00018305180652354868
E_G_asset_writedown_agro_1q,-0.00017870317405206394
E_G_cash_financing_tcgro_1q,-0.00014250793084776835
E_G_gross_property_agro_1q,-4.110300788917609e-05
E_G_shares_out_on_tot_cap_ratio,-1.7493999380702173e-05
E_G_receivables_on_tot_cap_ratio,6.150498476509281e-06
E_G_total_intangibles_rgro_1q,9.447337847522386e-05
E_G_ops_expenses_agro_4q,9.840903865494521e-05
E_G_restructuring_charges_on_assets_ratio,0.00010108784895781486
E_G_cash_acquisitions_on_assets_ratio,0.00014613421487931212
E_G_rev_gro_five_on_rev_ratio,0.0001852526944667643
E_G_total_intangibles_on_tot_cap_ratio,0.00023995848577997858
E_G_inventory_on_rev_ratio,0.00029701158932780023
E_G_ammor_intangibles_on_tot_cap_ratio,0.0003054790539862684
E_G_net_property_rgro_1q,0.0003392283023379128
E_G_cogs_tcgro_1q,0.0003562158661614023
E_G_net_debt_agro_1q,0.00036034289178236143
E_G_current_liabilities_on_tot_cap_ratio,0.0003762528078079086
E_G_rev_gro_five_on_tot_cap_ratio,0.0004191884724046524
E_G_current_liabilities_agro_4q,0.00042925790525786265
E_G_ops_expenses_rgro_4q,0.0004632852925006814
E_G_sga_agro_4q,0.0005060931064229557
E_G_total_intangibles_agro_1q,0.0005362581839843617
E_G_other_expenses_rgro_4q,0.0005384364224561677
E_G_other_expenses_agro_1q,0.0005583269082718778
E_G_int_div_income_on_assets_ratio,0.0005638545182142351
E_G_ammor_intangibles_tcgro_1q,0.0005889656534378229
E_G_ops_expenses_tcgro_4q,0.000605382379355024
