feature,mean_importance
E_G_depre_amor_rgro_4q,-0.006343157257800836
E_G_shares_out_rgro_4q,-0.003035069306509064
E_G_ebt_x_unusual_rgro_4q,-0.0022380150289814773
E_G_net_debt_agro_1q,-0.002210600689541098
E_G_rev_gro_five_agro_4q,-0.002092691783748968
E_G_def_tax_liability_tcgro_1q,-0.0020845252488134623
E_G_net_income_inc_on_rev_ratio,-0.0019293647420209115
E_G_tax_expense_on_assets_ratio,-0.0018741698869094048
E_G_cogs_tcgro_1q,-0.0016386913834318673
E_G_cash_financing_on_rev_ratio,-0.0016088609624064776
E_G_assets_gro_five_agro_1q,-0.0016042604180455777
E_G_cash_financing_rgro_4q,-0.0015940004924666184
E_G_rev_gro_five_on_assets_ratio,-0.0015481207135821019
E_G_sga_agro_4q,-0.001548012486848438
E_G_other_expenses_agro_1q,-0.0010825464076483216
E_G_ammor_intangibles_agro_4q,-0.0006032083206336858
E_G_sga_on_tot_cap_ratio,-0.0005698225162976689
E_G_ammor_intangibles_rgro_4q,-0.0005375328773307042
E_G_inventory_on_rev_ratio,-0.0005244615059991964
E_G_cash_financing_tcgro_1q,-0.0005173373325888742
E_G_capex_on_tot_cap_ratio,-0.0004683249120672417
E_G_current_assets_rgro_1q,-0.0004671954917952914
E_G_tangible_book_rgro_1q,-0.00043575634835893993
E_G_cost_borrowing_on_assets_ratio,-0.00039195247904871833
E_G_cash_acquisitions_on_rev_ratio,-0.0003361827209001467
E_G_asset_writedown_agro_1q,-0.00023947184769250728
E_G_shares_out_on_tot_cap_ratio,-0.00019401626803395856
E_G_int_div_income_on_assets_ratio,-0.00018734296865928756
E_G_net_property_rgro_1q,-4.359973993778299e-05
E_G_rev_gro_five_tcgro_4q,-3.840847592407881e-05
E_G_other_expenses_on_assets_ratio,-3.3416707908351383e-06
E_G_ammor_intangibles_tcgro_1q,3.6422679535763615e-05
E_G_ammor_intangibles_on_rev_ratio,4.1078560390528376e-05
E_G_total_liabilities_tcgro_1q,7.166725271183783e-05
E_G_other_expenses_rgro_4q,0.00010553442157782423
E_G_net_inc_gro_five_rgro_1q,0.00012187760017348114
E_G_unusual_items_agro_1q,0.00012867581222575364
E_G_restructuring_charges_on_assets_ratio,0.00020047142223726943
E_G_net_property_rgro_4q,0.0002061507829431708
E_G_rev_gro_five_on_rev_ratio,0.00023780945117716224
E_G_gross_property_tcgro_1q,0.0002507861923550569
E_G_issuance_stock_on_rev_ratio,0.0003487361858588001
E_G_assets_gro_five_on_rev_ratio,0.0003756713851065574
E_G_ebt_x_unusual_agro_1q,0.0004245085116765579
E_G_tangible_book_on_rev_ratio,0.0004334066974684192
E_G_capex_agro_1q,0.00044501595556510897
E_G_ebitda_rgro_4q,0.0005176982640673789
E_G_ops_expenses_tcgro_4q,0.0005931227690136765
E_G_tax_expense_on_rev_ratio,0.0006329509859972049
E_G_ebit_tcgro_4q,0.000647372621723874
E_G_issuance_stock_on_tot_cap_ratio,0.0006501486558566638
E_G_shares_out_agro_1q,0.0006607542883670825
E_G_compre_income_on_assets_ratio,0.0006813228637577385
E_G_gross_property_agro_1q,0.0007380574689633046
E_G_total_intangibles_agro_1q,0.0007638524309057315
E_G_ammor_intangibles_on_tot_cap_ratio,0.0007754396162147348
E_G_depre_amor_rgro_1q,0.0008044562639342057
E_G_total_div_rgro_4q,0.000808458536369483
E_G_rev_gro_five_on_tot_cap_ratio,0.0008657261708886254
E_G_total_revenues_tcgro_1q,0.00091294059517677
E_G_issuance_stock_on_assets_ratio,0.0009173095099413886
E_G_cash_acquisitions_tcgro_4q,0.0009304498658883054
E_G_int_div_income_tcgro_4q,0.000950841663573554
E_G_tangible_book_rgro_4q,0.001051296735081797
E_G_asset_writedown_tcgro_4q,0.0010890335802119177
E_G_issuance_stock_tcgro_4q,0.0010931096402095441
E_G_total_debt_on_rev_ratio,0.0011045580403149847
E_G_cash_acquisitions_on_assets_ratio,0.001131421365492813
E_G_total_intangibles_on_rev_ratio,0.001220943022712162
E_G_common_equity_on_tot_cap_ratio,0.0012704325862703202
E_G_tangible_book_on_tot_cap_ratio,0.0013670954815743874
E_G_total_assets_rgro_4q,0.001371198778704319
E_G_ops_expenses_agro_4q,0.0013834988653399715
E_G_net_property_on_rev_ratio,0.0015431636931416914
E_G_ammor_intangibles_on_assets_ratio,0.0015901680064394185
E_G_working_cap_on_assets_ratio,0.001711894830445071
E_G_unusual_items_on_assets_ratio,0.0017480222882319985
E_G_capex_on_rev_ratio,0.0019156595164720237
E_G_retained_earnings_on_assets_ratio,0.0020085837945724937
E_G_current_liabilities_agro_4q,0.002068745855373688
E_G_net_property_on_assets_ratio,0.0020753031364067697
E_G_capex_on_assets_ratio,0.0021027798137677077
E_G_depre_amor_on_tot_cap_ratio,0.002129357655797226
E_G_interest_expense_on_tot_cap_ratio,0.002196720855784218
E_G_shares_out_on_rev_ratio,0.0022041270176381468
E_G_net_debt_on_tot_cap_ratio,0.0022267044642859447
E_G_ops_expenses_rgro_4q,0.0023219582748894353
E_G_interest_expense_rgro_4q,0.0023222535216200434
E_G_cogs_on_rev_ratio,0.0023785792445289665
E_G_cogs_rgro_4q,0.00242551786038383
E_G_total_intangibles_rgro_1q,0.0027270054328114913
E_G_net_debt_on_rev_ratio,0.0027351528812764258
E_G_quick_ratio_on_tot_cap_ratio,0.002764749272624678
E_G_receivables_on_tot_cap_ratio,0.0028300473586373776
E_G_def_tax_liability_on_assets_ratio,0.003105559626515286
E_G_cash_operations_agro_1q,0.0031100650439520594
E_G_compre_income_tcgro_4q,0.0032402898053929484
E_G_cash_operations_on_assets_ratio,0.0032930389606270925
E_G_compre_income_agro_1q,0.0033045212140356607
E_G_capex_rgro_4q,0.0033929254767406493
E_G_gross_profit_rgro_4q,0.0035197108740862458
E_G_cash_investing_agro_4q,0.0036213012212846342
E_G_assets_gro_five_agro_4q,0.0037769687045343557
E_G_total_intangibles_agro_4q,0.003826952318127186
E_G_current_liabilities_on_tot_cap_ratio,0.0039010484941257584
E_G_cost_borrowing_on_rev_ratio,0.0039044888851850314
E_G_total_intangibles_on_tot_cap_ratio,0.004178253533841003
E_G_issuance_stock_rgro_4q,0.004220727750752018
E_G_cash_investing_on_rev_ratio,0.004249065695324716
E_G_net_inc_gro_five_agro_4q,0.004265687695479259
E_G_receivables_tcgro_4q,0.004312283754861401
E_G_tangible_book_on_assets_ratio,0.004323682206661827
E_G_compre_income_agro_4q,0.004500313807447265
E_G_assets_gro_five_on_tot_cap_ratio,0.004582581062115376
E_G_payables_on_rev_ratio,0.004736217827477495
E_G_effective_tax_rate_on_tot_cap_ratio,0.005185703502306005
E_G_ebitda_on_tot_cap_ratio,0.005454180206823744
E_G_receivables_on_rev_ratio,0.0056107261867590075
E_G_cost_borrowing_on_tot_cap_ratio,0.005743171029848693
E_G_sga_on_rev_ratio,0.0057690209617001775
E_G_cash_operations_tcgro_4q,0.0058826966804726875
E_G_net_property_agro_4q,0.006177916086914648
E_G_int_div_income_on_rev_ratio,0.0071382673123453035
E_G_repurchase_stock_rgro_4q,0.007362609252025221
E_G_receivables_agro_4q,0.008005855370334136
E_G_cash_operations_rgro_4q,0.008490676902054317
E_G_ebitda_on_rev_ratio,0.010110832526324377
E_G_depre_amor_on_assets_ratio,0.016048473117596617
E_G_cash_operations_agro_4q,0.016620031845444017
E_G_net_debt_tcgro_4q,0.030799891594639573
E_G_gross_profit_rgro_1q,0.031186729271926894
E_G_cash_operations_on_rev_ratio,0.034413336643381774
E_G_cash_operations_on_tot_cap_ratio,0.0527551223756023
